A股代码,A股简称,H股代码,H股简称,最新价,总市值(亿),每股收益,每股净资产,市净率,股息率(%),动态市盈率,静态市盈率,市盈率TTM,成立日期,上市日期,所属市场,所属行业,入选指数,主营业务
600143,金发科技,,,16.86,444.23,1.33,24.08,2.25,59.48,36.76,38.63,36.4,1993-05-26,2004-06-23,上交所,橡胶和塑料制品业,"国证Ａ指,巨潮中盘,上证380,中证500",化工新材料的研发、生产和销售。
600148,长春一东,,,17.83,25.23,1.43,26.33,5.31,1.25,266.83,-1087.04,231.59,1998-05-07,1998-05-20,上交所,汽车制造业,"国证Ａ指,中证央企",汽车离合器及液压举升机构等汽车零部件的研发、生产与销售。
600149,廊坊发展,,,6.26,23.8,6.41,7.66,9.61,46.6,154.75,154.75,154.75,1999-10-14,1999-10-14,上交所,电力、热力生产和供应业,国证Ａ指,为城区、园区及小区居民、商业和工业用户提供供暖及蒸汽等服务，并开展供热系统的统一规划、设计、建设和运营；钢材贸易和对外租赁业务。
600150,中国船舶,,,38.6,2904.89,2.07,40.98,2.06,33.8,43.04,80.38,37.23,1998-05-12,1998-05-20,上交所,铁路、船舶、航空航天和其他运输设备制造业,"分析师指数,国证A50,国证Ａ指,沪深300,巨潮100,巨潮大盘,上证180,上证50,中证A100,中证央企",船舶造修、动力业务、海洋工程、机电设备等。
600151,航天机电,,,15.33,219.87,-6.65,22.8,4.96,140.66,-49.41,-49.41,-49.41,1998-05-28,1998-06-05,上交所,电气机械和器材制造业,"国证Ａ指,中证央企",高端汽配、新能源光伏和新材料应用产业。
600152,维科技术,,,11.78,62.33,-3.84,15.29,3.74,102.41,-64.45,-64.45,-64.45,1993-07-28,1998-06-09,上交所,电气机械和器材制造业,国证Ａ指,能源业务和纺织业务。
600153,建发股份,,,8.92,258.64,0.38,11.51,0.47,-10.8,12.7,8.78,16.89,1998-06-10,1998-06-16,上交所,商务服务业,"国证Ａ指,红利指数,巨潮中盘,上证380,中证500,中证红利",供应链运营业务和房地产业务、家居商场服务等业务。
600155,华创云信,,,6.25,138.35,0.16,8.09,0.69,-6.58,87.25,224.01,50.69,1998-07-21,1998-09-18,上交所,资本市场服务,"国证Ａ指,巨潮小盘",证券业务和塑料管型材业务。
600156,华升股份,,,9.84,39.57,-5.05,11.21,10.55,86.72,-112.36,-112.36,-112.36,1998-05-19,1998-05-27,上交所,纺织业,国证Ａ指,麻纺织品生产和销售及外贸进出口业务。
600157,永泰能源,,,1.71,373.08,0.37,2.1,0.8,25.74,178.83,178.83,178.83,1992-07-30,1998-05-13,上交所,电力、热力生产和供应业,"国证Ａ指,巨潮中盘,上证380,中证500",煤炭业务和电力业务。
600158,中体产业,,,10.66,102.28,2.01,12.2,3.94,29.06,551.19,162.9,-364.1,1998-03-13,1998-03-27,上交所,体育,"国证2000,国证Ａ指",与体育相关的业务及房地产开发经营等。
600159,大龙地产,,,2.95,24.49,-8.38,3.77,1.66,22.41,-9.65,-9.65,-9.65,1998-05-08,1998-05-26,上交所,房屋建筑业,国证Ａ指,房地产开发和建筑施工。
600160,巨化股份,,,33.61,907.38,11.32,43.92,4.44,38.6,23.98,23.98,23.98,1998-06-17,1998-06-26,上交所,化学原料和化学制品制造业,"ESG 40,国证Ａ指,沪深300,巨潮中盘,上证180,中证A100",基本化工原料、食品包装材料、氟化工原料及后续产品的研发、生产与销售。
600161,天坛生物,,,14.9,294.63,8.98,21.93,2.51,-25.05,27.01,27.01,27.01,1998-06-08,1998-06-16,上交所,医药制造业,"ESG 300,国证Ａ指,沪深300,巨潮中盘,上证380,责任指数,中证央企",以健康人血浆、经特异免疫的人血浆为原材料和采用基因重组技术研发、生产血液制品，开展血液制品经营业务。
600162,香江控股,,,1.75,57.2,-1.47,3.17,1.0,-0.51,-64.78,-64.78,-64.78,1994-01-30,1998-06-09,上交所,房地产业,"国证2000,国证Ａ指",城市产业发展、商贸流通及家居卖场运营
600163,中闽能源,,,6.68,127.12,5.29,8.82,1.83,20.43,22.3,19.52,29.07,1998-05-26,1998-06-02,上交所,电力、热力生产和供应业,"国证2000,国证Ａ指",陆上风力发电及光伏项目的投资建设、运营及管理；海上风力发电项目的投资建设、运营及管理。
600165,ST宁科,,,3.57,26.17,-16.16,4.44,4.78,-2.33,-63.83,-63.83,-63.83,1998-05-14,1998-05-29,上交所,化学原料和化学制品制造业,,活性炭制品生产和销售、干细胞制备和存储、贸易等业务，月桂二酸生产和销售业务。
600166,福田汽车,,,3.74,296.11,1.16,3.86,1.93,47.83,38.91,367.64,19.96,1996-08-28,1998-06-02,上交所,汽车制造业,"国证Ａ指,巨潮小盘,中证500",从事农用车、柴油汽车、轻钢房屋构件的生产、销售。
600167,联美控股,,,6.75,152.74,4.19,10.56,1.41,23.56,22.01,23.18,21.09,1999-01-25,1999-01-28,上交所,电力、热力生产和供应业,"国证2000,国证Ａ指",供热、供电、供汽、房屋租赁、市政建设、工程施工、物业管理；高铁数字新媒体服务。
600168,武汉控股,,,5.02,49.87,0.36,6.79,0.93,10.5,53.68,53.68,53.68,1998-04-17,1998-04-27,上交所,水的生产和供应业,国证Ａ指,污水处理业务、自来水业务、隧道运营业务。
600169,ST太重,,,2.38,79.33,1.11,3.02,1.53,2.59,32.85,33.64,77.42,1998-07-06,1998-09-04,上交所,专用设备制造业,,轨道交通设备、起重设备、风力发电设备、挖掘设备、海洋工程装备、焦炉设备、齿轮传动、轧钢设备、锻压设备、煤化工设备、工程机械、港口机械、油膜轴承、铸锻件等产品及工程项目的总承包。
600170,上海建工,,,2.7,239.92,0.28,3.88,0.76,5.47,19.39,19.39,19.39,1998-06-15,1998-06-23,上交所,土木工程建筑业,"国证Ａ指,巨潮小盘,上证380,责任指数,中证500",以建筑施工业务为基础，房产开发业务和城市建设投资业务为两翼，设计咨询业务和建筑工业业务为支撑。
600171,上海贝岭,,,28.22,200.06,4.44,40.0,4.42,-23.09,84.69,84.69,84.69,1988-09-10,1998-09-24,上交所,计算机、通信和其他电子设备制造业,"ESG 300,国证Ａ指,巨潮小盘,上证380,中证500,中证央企",提供模拟和数模混合集成电路及系统解决方案。
600172,黄河旋风,,,8.55,109.12,-12.93,11.59,22.01,125.0,-12.98,-12.98,-12.98,1998-11-03,1998-11-26,上交所,非金属矿物制品业,国证Ａ指,碳系材料及制品，超硬材料及聚晶复合材料制品、工业自动化领域系列产品。
600173,卧龙新能,,,7.5,52.53,-1.35,10.89,1.47,15.38,-28.1,-28.1,-28.1,1993-07-17,1999-04-15,上交所,房地产业,国证Ａ指,风光储氢新能源业务和房地产开发与销售业务。
600176,中国巨石,,,33.52,1341.85,6.25,34.5,4.32,189.21,40.84,40.84,40.84,1999-04-16,1999-04-22,上交所,非金属矿物制品业,"国证Ａ指,沪深300,巨潮中盘,上证180,中证央企",玻璃纤维及制品的生产、销售。
600177,雅戈尔,,,7.49,346.3,3.51,7.92,0.82,1.04,13.3,12.51,11.06,1993-06-25,1998-11-19,上交所,纺织服装、服饰业,"ESG 300,国证Ａ指,红利指数,巨潮中盘,上证380,中证500,中证红利",品牌服装、地产开发和投资业务。
600178,东安动力,,,11.32,52.81,0.19,16.0,2.07,4.09,421.75,421.75,421.75,1998-10-08,1998-10-14,上交所,汽车制造业,"国证Ａ指,中证央企",汽车发动机、变速器及其零部件的开发、生产、销售。
600179,安通控股,,,4.4,169.94,6.93,6.55,1.57,47.65,17.14,17.14,17.14,1998-10-30,1998-11-04,上交所,多式联运和运输代理业,"国证2000,国证Ａ指",集装箱物流服务
600180,瑞茂通,,,3.2,34.77,0.06,5.07,0.44,-28.33,216.68,52.22,34.88,1998-06-25,1998-07-03,上交所,批发业,"国证2000,国证Ａ指",煤炭、石油化工品、焦煤、焦炭等大宗商品供应链管理业务。
600182,S佳通,,,14.65,24.91,9.87,16.38,4.31,1.74,22.55,25.27,26.25,1993-06-08,1999-05-07,上交所,橡胶和塑料制品业,国证Ａ指,生产销售轮胎、轮胎原辅材料。
600183,生益科技,,,74.95,1794.68,10.24,78.5,10.89,228.73,54.61,54.61,54.61,1985-06-27,1998-10-28,上交所,计算机、通信和其他电子设备制造业,"ESG 300,ESG 40,国证Ａ指,沪深300,巨潮大盘,上证180,中证新兴",设计、生产和销售覆铜板和粘结片、印制线路板。
600184,光电股份,,,25.17,146.67,-3.55,26.59,4.33,95.72,-80.35,-71.17,445.99,2000-08-31,2003-11-06,上交所,专用设备制造业,"国证2000,国证Ａ指,中证央企",防务和光电材料与器件。
600185,珠免集团,,,5.86,110.46,-4.51,8.28,104.58,-8.15,-10.73,-10.73,-10.73,1999-06-09,1999-06-11,上交所,商务服务业,国证Ａ指,免税品销售业务、大消费产业。
600186,莲花控股,,,9.45,168.24,10.08,9.45,8.97,44.72,48.18,54.81,29.52,1998-07-02,1998-08-25,上交所,食品制造业,"国证2000,国证Ａ指",味精及其副产品的生产与销售。
600187,国中水务,,,1.72,27.76,0.39,3.59,0.87,-54.86,150.52,63.69,-128.98,1998-11-03,1998-11-11,上交所,水的生产和供应业,"国证2000,国证Ａ指",污水处理、自来水供应和环保工程技术服务。
600188,兖矿能源,1171.0,兖矿能源,20.63,1229.83,3.14,22.84,2.89,76.63,22.99,22.99,22.99,1997-09-25,1998-07-01,上交所,煤炭开采和洗选业,"ESG 300,ESG 40,分析师指数,国证Ａ指,国证红利,国证治理,红利指数,沪深300,巨潮大盘,上证180,责任指数,中证红利",煤炭业务、煤化工业务、机电装备制造业务、电力及热力业务。
600189,泉阳泉,,,8.18,58.5,1.27,9.13,4.77,21.55,387.98,387.98,387.98,1998-09-29,1998-10-07,上交所,酒、饮料和精制茶制造业,国证Ａ指,矿泉水产业和园林绿化产业。
600191,华资实业,,,13.25,64.25,2.52,14.24,3.79,80.27,108.87,108.87,108.87,1998-11-30,1998-12-10,上交所,农副食品加工业,国证Ａ指,生产、销售：糖、食用酒精、颗粒粕；销售：电子元器件、制糖机械设备。
600192,长城电工,,,8.15,36.0,-5.82,12.9,4.4,25.19,-10.34,-10.34,-10.34,1998-12-10,1998-12-24,上交所,电气机械和器材制造业,国证Ａ指,高中低压开关成套设备、高中低压电器元件、电气传动自动化装置、新能源装备等电工电器类产品的研发、生产与销售，以及水电运营与管理等业务。
600193,*ST创兴,,,2.4,10.21,-35.53,5.36,11.46,-24.29,-5.24,-5.29,-99.15,1996-08-25,1999-05-27,上交所,建筑装饰、装修和其他建筑业,,主题乐园场馆、高端酒店及住宅的工程施工总承包、室内装修总承包、工程项目相关的BIM建模咨询服务和商品销售。
600195,中牧股份,,,7.7,78.63,2.28,9.03,1.39,15.67,45.9,45.9,45.9,1998-12-25,1999-01-07,上交所,医药制造业,"国证2000,国证Ａ指,中证央企",动物保健品和营养品研发、生产、销售、服务。
600196,复星医药,2196.0,复星医药,25.57,541.7,3.54,33.1,1.4,7.11,20.26,20.26,20.26,1994-01-14,1998-08-07,上交所,医药制造业,"ESG 300,ESG 40,国证Ａ指,沪深300,巨潮大盘,上证180,央视50,责任指数",药品制造，药品销售，医疗器械和医疗诊断产品等。
600197,伊力特,,,12.01,56.83,3.07,17.2,1.49,-16.07,31.22,19.88,31.05,1999-05-27,1999-09-16,上交所,酒、饮料和精制茶制造业,"国证2000,国证Ａ指",白酒生产和销售，农业综合开发。
600198,大唐电信,,,8.12,105.72,0.54,12.48,41.07,0.37,-185.18,-185.18,-185.18,1998-09-21,1998-10-21,上交所,计算机、通信和其他电子设备制造业,"国证Ａ指,中证央企",安全芯片业务和信息通信安全业务，专用移动通信、专用宽带电台和宽带移动安全应用等。
600199,金种子酒,,,8.23,54.14,-8.12,11.75,2.62,-19.47,-20.94,-21.02,-40.4,1998-07-23,1998-08-12,上交所,酒、饮料和精制茶制造业,国证Ａ指,白酒的生产与销售。
600201,生物股份,,,14.08,156.53,1.53,19.0,2.87,107.36,150.12,156.36,48.53,1993-03-13,1999-01-15,上交所,医药制造业,"国证2000,国证Ａ指",兽用生物制品的研发、生产与销售。
600202,哈空调,,,5.95,22.81,-1.16,6.67,2.81,18.76,-169.72,312.15,-18.67,1993-06-25,1999-06-03,上交所,通用设备制造业,国证Ａ指,各种高、中、低压空冷器的设计、制造和销售。
600203,福日电子,,,11.8,69.97,0.55,19.07,4.24,36.89,183.18,-144.26,37.68,1999-05-07,1999-05-14,上交所,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指",智慧家电、LED光电、内外贸。
600206,有研新材,,,25.95,219.68,2.09,27.54,5.19,43.52,78.89,148.74,67.15,1999-03-12,1999-03-19,上交所,有色金属冶炼和压延加工业,"国证2000,国证Ａ指,中证央企",微电子光电子用薄膜材料、超高纯金属及稀贵金属材料、高端稀土功能材料、红外光学及光纤材料、生物医用材料等新材料的研发与制备。
600207,安彩高科,,,5.79,63.07,-12.73,7.7,3.11,43.67,-8.67,-8.67,-8.67,1998-09-21,1999-07-14,上交所,非金属矿物制品业,国证Ａ指,光伏玻璃的生产和销售；西气东输豫北支线管道天然气运输。
600208,衢州发展,,,4.3,365.84,-0.72,6.03,0.88,54.68,-85.86,36.02,50.72,1993-02-23,1999-06-23,上交所,房地产业,"国证Ａ指,巨潮小盘,上证380,中证500",地产开发。
600210,紫江企业,,,7.0,106.17,9.66,8.33,1.59,12.9,8.51,13.13,8.25,1999-03-30,1999-08-24,上交所,橡胶和塑料制品业,"国证2000,国证Ａ指,上证380",以包装业务为核心，快速消费品商贸业务、进出口贸易业务、房地产业务和创投业务为辅。
600211,西藏药业,,,40.99,132.12,14.63,57.98,3.48,15.24,14.09,14.09,14.09,1999-07-14,1999-07-21,上交所,医药制造业,"国证2000,国证Ａ指,上证380",生产、销售胶囊剂、生物制剂、颗粒剂、涂膜剂等。
600212,绿能慧充,,,7.74,41.11,1.38,10.42,10.11,-2.15,177.62,387.79,305.58,1992-12-14,1999-08-17,上交所,电气机械和器材制造业,"国证2000,国证Ａ指",将战略退出热电业务，将集中资源进行战略和业务转型，聚焦以新能源充电及储能业务为主业的业务布局。
600215,派斯林,,,6.64,30.34,-3.32,9.49,1.51,-27.31,-28.62,47.08,-26.89,1993-06-26,1999-09-09,上交所,通用设备制造业,国证Ａ指,工业自动化系统集成业务。
600216,浙江医药,,,14.65,139.38,5.4,18.58,1.25,10.62,18.75,16.13,12.27,1997-05-16,1999-10-21,上交所,医药制造业,"国证2000,国证Ａ指,上证380",生命营养品、医药制造类产品及医药商业。
600217,中再资环,,,3.73,61.83,-6.47,4.69,2.01,-18.74,-14.94,275.14,-12.43,1996-11-06,1999-12-16,上交所,废弃资源综合利用业,"国证2000,国证Ａ指",废电的回收与拆解处理和产业园区固体废弃物一体化处置。
600218,全柴动力,,,9.48,41.29,0.97,12.54,1.27,16.61,64.06,64.06,64.06,1998-11-24,1998-12-03,上交所,通用设备制造业,"国证2000,国证Ａ指",发动机的研发、制造与销售。
600219,南山铝业,,,6.02,691.32,8.07,8.45,1.39,95.84,14.6,14.6,14.6,1993-03-18,1999-12-23,上交所,有色金属冶炼和压延加工业,"ESG 300,国证Ａ指,沪深300,巨潮中盘,上证380",铝土矿冶炼、电解铝生产、铝挤压材、铝压延材和锻造件研发、加工与销售。
600221,海航控股,,,1.45,621.26,1.29,1.93,11.9,6.62,31.65,31.65,31.65,1989-10-18,1999-11-25,上交所,航空运输业,"国证Ａ指,巨潮中盘",经营经批准的国内航空客货运输业务、周边国家和地区公务包机飞行业务。
600222,太龙药业,,,7.06,40.52,1.81,9.43,2.53,37.97,67.53,67.53,67.53,1998-08-31,1999-11-05,上交所,医药制造业,国证Ａ指,研制开发生产和销售中成药，西药。
600223,福瑞达,,,6.68,67.91,4.05,9.36,1.6,-13.7,36.17,36.17,36.17,1993-04-21,2000-01-13,上交所,化学原料和化学制品制造业,"国证2000,国证Ａ指",房地产开发与经营管理、医药健康、物业管理等业务。
600226,亨通股份,,,5.16,153.48,3.59,6.58,4.14,77.32,75.74,76.39,53.43,1999-05-11,1999-11-16,上交所,电力、热力生产和供应业,"国证2000,国证Ａ指",网络游戏研发、代理发行、IP与源代码合作、影视与综艺等相关业务及生物农药、兽药、饲料添加剂产品的生产与销售、热电联供。
600227,赤天化,,,3.68,47.02,-4.55,5.4,2.6,68.04,-30.38,-71.68,-30.57,1998-08-28,2000-02-21,上交所,化学原料和化学制品制造业,国证Ａ指,尿素和甲醇的生产、销售；药品、医疗器械和保健品的生产与销售。
600228,*ST返利,,,6.21,25.84,-11.09,8.01,6.54,60.05,-40.86,-40.86,-40.86,1999-01-15,1999-01-19,上交所,互联网和相关服务,,精细化工产品的研发、生产与销售。
600229,城市传媒,,,5.95,39.31,-0.34,7.67,1.24,-8.04,-250.93,46.33,94.0,1994-06-14,2000-03-09,上交所,新闻和出版业,国证Ａ指,图书、期刊、音像制品的出版发行以及相关新兴媒体产品开发运营。
600230,沧州大化,,,19.23,79.6,0.92,27.24,1.99,95.25,258.01,258.01,258.01,1998-09-24,2000-04-06,上交所,化学原料和化学制品制造业,"国证2000,国证Ａ指,中证央企",TDI产品和烧碱产品的生产、经营和销售。
600231,凌钢股份,,,2.12,60.13,-10.08,2.65,1.52,28.48,-3.91,-3.91,-3.91,1994-05-04,2000-05-11,上交所,黑色金属冶炼和压延加工业,"国证Ａ指,中证央企",生产、经营、开发冶金产品（含副产品）。
600232,金鹰股份,,,8.57,31.26,1.22,9.65,3.29,60.49,150.01,150.01,150.01,1994-09-23,2000-06-02,上交所,纺织业,国证Ａ指,机械制造、纺织品、丝绸、服装生产、加工。
